1	1.0655030037014512	3.752091998649121	3.973489995587442
2	1.3470909934767406	6.098339002164721	5.326044000867114
4	1.8303830020158784	9.583817997736332	10.317534008208895
8	2.2783439953855122	11.459336004008946	13.245025994365278
16	2.7716729910025606	14.679300991701894	16.15370799027005
32	3.285806991698337	16.82872099809174	19.315197986543353
64	3.8601619980909168	19.904299003428605	22.847995992378856
128	4.33829799931118	23.530064987426158	26.423994989272614
256	4.9721289879016695	26.3895249718189	29.929243998594757
512	5.701802993826277	30.17922800336237	34.08708300139551
1024	6.225303983228514	33.03199801212031	38.228796022849565
2048	6.787517011616728	36.64345800825686	40.98837800484034
4096	7.4154589983663755	39.85031998035993	45.17271000531764
8192	8.163976026480668	44.32458301016595	49.58045300463709
16384	9.270571018532792	47.734515990669024	53.75660600839183
32768	10.265651002555387	51.511433993255196	57.36146798972186
65536	11.119271011921228	54.86217797624704	61.20719300361088
