1	1.050089002092136	3.754513983039942	3.9895209974929458
2	1.3058660206297645	6.249225998544716	5.341075001524587
4	1.972696997654566	10.82479197793873	10.879104979721888
8	2.3027180059216334	11.797020994890772	13.20806398325658
16	2.792324007714342	14.447838012529246	16.135870002472075
32	3.2824899808474584	17.167212990898406	19.488531022034294
64	3.9023100016493117	20.571488007590233	23.243192987138173
128	4.474569978810905	23.955720993399154	26.426559008541517
256	5.078689009678783	26.78562998880807	30.252750006184215
512	5.617481012450298	30.350945999998657	34.47881500414951
1024	6.150846984382952	33.77738899325777	37.89321099611698
2048	7.0253480134852	37.518627998906595	42.15243899852794
4096	7.611498980622855	40.65853998326929	46.29216800822178
8192	8.261987019068329	43.283536006129	48.57903597621771
16384	9.05676298225444	47.09128400827467	52.630267999120406
32768	10.180212018894963	51.22346600455785	57.06280399044772
65536	11.155079988384387	54.807286992399895	60.63945100959245
