1	0.666765011374082	1.6011150046324474	1.881382000647136
2	0.7963220041347085	2.5452219788348884	2.406323968898505
4	1.0815149989866768	4.175398007646436	4.641950991754129
8	1.290714996684983	4.457393017219147	5.6220750129796215
16	1.5492500006075716	5.745949018091778	6.900807004967646
32	1.8659270044736331	6.774185999347537	8.21178400201461
64	2.1888939900236437	8.17986998208653	9.915965993968712
128	2.4160580105672125	9.135438001067087	11.110479021226638
256	2.781934995255142	10.98809400718892	12.742146001983201
512	3.1341589956355165	11.818066995147092	13.77933196908998
1024	3.4302410185773624	13.04624500698992	15.318407007725911
2048	3.837675981230859	14.178137987073569	16.739971992137725
4096	4.155997003181255	15.265895004631602	17.865343002085865
8192	4.411922000144841	16.75461999275285	19.41712100233417
16384	4.984663008144707	17.815954994148342	20.985554997423606
32768	5.500183988260687	19.55978901241906	22.778354001275147
65536	6.336484975690837	21.47901599346369	24.37228299186245
131072	7.059644996843417	23.039855000206444	26.769696002702403
262144	7.782802005749544	24.579371982326848	28.93320200018934
524288	8.69759201486886	26.010724983279943	30.27318599379214
1048576	9.705593985927408	27.612579020569683	31.84569499535428
2097152	10.461010993822129	29.1950890004955	33.764329026780615
4194304	11.140581003019179	31.042564013660012	36.09629698985373
8388608	12.358764010969026	33.34168999845133	38.283575002424186
16777216	13.135891003003053	34.47892200892966	39.48285500246129
